# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	29651	30799	+	KOIAIB_00033		Carbamoyl phosphate synthase small chain	SO:0001217, UniRef:UniRef50_P0A6F1
contig_1	cds	30817	34038	+	KOIAIB_00034		Carbamoyl phosphate synthase large chain	SO:0001217, UniRef:UniRef50_P00968
contig_1	cds	34300	34695	+	KOIAIB_00035		hypothetical protein	
contig_1	cds	34781	35371	-	KOIAIB_00036	caiE	Carnitine operon protein CaiE	SO:0001217, UniRef:UniRef50_A0A376W173
contig_1	cds	35377	36162	-	KOIAIB_00037		Carnitinyl-CoA dehydratase	SO:0001217, UniRef:UniRef50_P31551
contig_1	cds	36271	37824	-	KOIAIB_00038		Crotonobetaine/carnitine-CoA ligase	SO:0001217, UniRef:UniRef50_A0A447JNP6
contig_1	cds	37898	39115	-	KOIAIB_00039		L-carnitine CoA-transferase	SO:0001217, UniRef:UniRef50_P31572
contig_1	cds	39244	40386	-	KOIAIB_00040		Crotonobetainyl-CoA reductase	SO:0001217, UniRef:UniRef50_P60584
contig_1	cds	40417	41931	-	KOIAIB_00041		L-carnitine/gamma-butyrobetaine antiporter	SO:0001217, UniRef:UniRef50_P31553
contig_1	cds	42403	43173	+	KOIAIB_00042	fixA	Protein FixA	SO:0001217, UniRef:UniRef50_A0A2X4TIQ2
contig_1	cds	43188	44129	+	KOIAIB_00043	fixB	Protein FixB	SO:0001217, UniRef:UniRef50_P31574
contig_1	cds	44180	45466	+	KOIAIB_00044	ydiS	putative electron transfer flavoprotein-quinone oxidoreductase YdiS	SO:0001217, UniRef:UniRef50_P77337
contig_1	cds	45463	45750	+	KOIAIB_00045		Ferredoxin-like protein	SO:0001217, UniRef:UniRef50_A0A120M097
contig_1	cds	45807	47138	+	KOIAIB_00046		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_K0YN79
contig_1	cds	47246	47776	+	KOIAIB_00047	kefF	Glutathione-regulated potassium-efflux system ancillary protein KefF	SO:0001217, UniRef:UniRef50_Q8ZRW3
contig_1	cds	47769	49631	+	KOIAIB_00048	kefC	Glutathione-regulated potassium-efflux system protein KefC	SO:0001217, UniRef:UniRef50_P03819
contig_1	cds	49712	50302	+	KOIAIB_00049		Dihydrofolate reductase	SO:0001217, UniRef:UniRef50_Q6D0D5
contig_1	cds	50380	51222	-	KOIAIB_00050		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	SO:0001217, UniRef:UniRef50_C4L9L6
contig_1	cds	51229	51606	-	KOIAIB_00051	apaG	Protein ApaG	SO:0001217, UniRef:UniRef50_Q56017
contig_1	cds	51609	52430	-	KOIAIB_00052		Ribosomal RNA small subunit methyltransferase A	SO:0001217, UniRef:UniRef50_P06992
contig_1	cds	52427	53416	-	KOIAIB_00053		4-hydroxythreonine-4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58719
contig_1	cds	53416	54702	-	KOIAIB_00054	surA	Chaperone SurA	SO:0001217, UniRef:UniRef50_P0ABZ6
contig_1	cds	54755	57109	-	KOIAIB_00055	lptD	LPS-assembly protein LptD	SO:0001217, UniRef:UniRef50_B4F2H9
contig_1	cds	57364	58179	+	KOIAIB_00056	djlA	Co-chaperone protein DjlA	SO:0001217, UniRef:UniRef50_Q74Q30
contig_1	cds	58474	59124	+	KOIAIB_00057	yabP	Protein YabP	SO:0001217, UniRef:UniRef50_P39220
contig_1	cds	59121	59279	+	KOIAIB_00058		hypothetical protein	
contig_1	cds	59687	60346	-	KOIAIB_00059	rluA	Dual-specificity RNA pseudouridine synthase RluA	SO:0001217, UniRef:UniRef50_P0AA37
contig_1	cds	60358	63264	-	KOIAIB_00060	rapA	RNA polymerase-associated protein RapA	SO:0001217, UniRef:UniRef50_P60240
contig_1	cds	63429	65780	-	KOIAIB_00061		DNA polymerase II	SO:0001217, UniRef:UniRef50_P21189
contig_1	cds	65855	66550	-	KOIAIB_00062	araD	L-ribulose-5-phosphate 4-epimerase AraD	SO:0001217, UniRef:UniRef50_P08203
contig_1	ncRNA	66610	66675	-	KOIAIB_00063	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	ncRNA	66695	66760	-	KOIAIB_00064	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	66835	68337	-	KOIAIB_00065		L-arabinose isomerase	SO:0001217, UniRef:UniRef50_P08202
contig_1	cds	68348	70048	-	KOIAIB_00066		Ribulokinase	SO:0001217, UniRef:UniRef50_A0A318MXV3
contig_1	cds	70387	71265	+	KOIAIB_00067		Arabinose operon regulatory protein	SO:0001217, UniRef:UniRef50_A0A090V0Z5
contig_1	cds	71351	72115	+	KOIAIB_00068	yabI	DedA family inner membrane protein YabI	SO:0001217, UniRef:UniRef50_A0A377TMN9
contig_1	cds	72229	72927	-	KOIAIB_00069	thiQ	Thiamine import ATP-binding protein ThiQ	SO:0001217, UniRef:UniRef50_A0A4U9DD72
contig_1	cds	72911	74521	-	KOIAIB_00070	thiP	Thiamine transport system permease protein ThiP	SO:0001217, UniRef:UniRef50_A0A8I1W5K3
contig_1	cds	74497	75480	-	KOIAIB_00071		Thiamine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_A0A0U5LKV3
contig_1	ncRNA-region	75511	75610	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	75644	77299	-	KOIAIB_00072	sgrR	DNA-binding transcriptional regulator SgrR	BlastRules:WP_001138624, SO:0001217, UniRef:UniRef50_A0A377KCN3
contig_1	ncRNA	77367	77593	+	KOIAIB_00073	sgrS	SgrS RNA	RFAM:RF00534, SO:0000655
contig_1	cds	77388	77519	+	KOIAIB_00074		hypothetical protein	
contig_1	cds	77621	78799	+	KOIAIB_00075	setA	sugar efflux transporter SetA	BlastRules:WP_000637847, SO:0001217, UniRef:UniRef50_P31675
contig_1	cds	78848	79453	-	KOIAIB_00076		3-isopropylmalate dehydratase small subunit	SO:0001217, UniRef:UniRef50_Q9PLW2
contig_1	cds	79464	80864	-	KOIAIB_00077		3-isopropylmalate dehydratase large subunit	SO:0001217, UniRef:UniRef50_P0A6A6
contig_1	cds	80867	81958	-	KOIAIB_00078		3-isopropylmalate dehydrogenase	SO:0001217, UniRef:UniRef50_P56933
contig_1	cds	81958	83529	-	KOIAIB_00079		2-isopropylmalate synthase	SO:0001217, UniRef:UniRef50_P15875
contig_1	ncRNA-region	83573	83722	-			Leucine operon leader	RFAM:RF00512, SO:0000140
contig_1	cds	84368	85312	+	KOIAIB_00080	leuO	HTH-type transcriptional regulator LeuO	SO:0001217, UniRef:UniRef50_P10151
contig_1	cds	85630	87354	+	KOIAIB_00081		Acetolactate synthase isozyme 3 large subunit	SO:0001217, UniRef:UniRef50_P00893
contig_1	cds	87357	87848	+	KOIAIB_00082		Acetolactate synthase isozyme 3 small subunit	SO:0001217, UniRef:UniRef50_P00894
contig_1	cds	88028	89032	+	KOIAIB_00083		Catabolite repressor/activator	SO:0001217, UniRef:UniRef50_A1JJI2
contig_1	cds	89634	90092	+	KOIAIB_00084	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_C5B9E7
contig_1	cds	90094	91035	+	KOIAIB_00085		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_P60390
contig_1	cds	91032	91397	+	KOIAIB_00086	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_Q7CR84
contig_1	cds	91413	93179	+	KOIAIB_00087	ftsI	peptidoglycan glycosyltransferase FtsI	BlastRules:WP_000642196, EC:3.4.16.4, SO:0001217, UniRef:UniRef50_P0AD68
contig_1	cds	93166	94653	+	KOIAIB_00088		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU7
contig_1	cds	94650	96008	+	KOIAIB_00089		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_P11880
contig_1	cds	96002	97084	+	KOIAIB_00090		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_P0A6W3
contig_1	cds	97087	98403	+	KOIAIB_00091		UDP-N-acetylmuramoylalanine--D-glutamate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU4
contig_1	cds	98403	99647	+	KOIAIB_00092	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_Q493Q2
contig_1	cds	99644	100711	+	KOIAIB_00093		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q8ZIE9
contig_1	cds	100765	102240	+	KOIAIB_00094		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_P17952
contig_1	cds	102233	103153	+	KOIAIB_00095	ddlB	D-alanine--D-alanine ligase	BlastRules:WP_000130056, BlastRules:WP_003157623, EC:6.3.2.4, SO:0001217, UniRef:UniRef50_P07862
contig_1	cds	103155	103985	+	KOIAIB_00096	ftsQ	Cell division protein FtsQ	SO:0001217, UniRef:UniRef50_P06136
contig_1	cds	103982	105244	+	KOIAIB_00097	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_P0ABH0
contig_1	ncRNA	105224	105313	+	KOIAIB_00098	PssrA	Plasmid-encoded Shigella sRNA A	RFAM:RF02797, SO:0000655
contig_1	cds	105305	106456	+	KOIAIB_00099	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_Q9ZAW3
contig_1	cds	106557	107474	+	KOIAIB_00100		UDP-3-O-acyl-N-acetylglucosamine deacetylase	SO:0001217, UniRef:UniRef50_Q6LMG1
contig_1	cds	107630	108217	+	KOIAIB_00101		Secretion monitor	SO:0001217, UniRef:UniRef50_P62395
contig_1	cds	108279	110984	+	KOIAIB_00102	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_Q83F06
contig_1	ncRNA	110960	111029	+	KOIAIB_00103	STnc40	Salmonella enterica sRNA STnc40	RFAM:RF02057, SO:0000655
contig_1	cds	111044	111433	+	KOIAIB_00104		8-oxo-dGTP diphosphatase	SO:0001217, UniRef:UniRef50_P08337
contig_1	ncRNA	111433	111509	+	KOIAIB_00105	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	ncRNA	111549	111626	+	KOIAIB_00106	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	111649	111846	-	KOIAIB_00107	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_B2VD52
contig_1	cds	111856	112599	-	KOIAIB_00108	zapD	Cell division protein ZapD	SO:0001217, UniRef:UniRef50_P36680
contig_1	cds	112599	113219	-	KOIAIB_00109		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_P56186
contig_1	cds	113444	114487	+	KOIAIB_00110		GMP reductase	SO:0001217, UniRef:UniRef50_P59443
contig_1	cds	114522	115724	-	KOIAIB_00111	hofC	Protein transport protein HofC	SO:0001217, UniRef:UniRef50_A0A6I2I279
contig_1	cds	115714	117099	-	KOIAIB_00112		Bacterial type II secretion system protein E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	117109	117549	-	KOIAIB_00113		Prepilin peptidase-dependent protein D	SO:0001217, UniRef:UniRef50_P36647
contig_1	cds	117752	118645	-	KOIAIB_00114		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0A269PUV1
contig_1	cds	118733	119284	+	KOIAIB_00115	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	SO:0001217, UniRef:UniRef50_A0A2J5PP37
contig_1	cds	119281	120135	+	KOIAIB_00116		Membrane-bound sensory transducer in beta-lactamase regulation	SO:0001217, UniRef:UniRef50_A1JJL4
contig_1	cds	120178	121548	-	KOIAIB_00117		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	122092	122856	+	KOIAIB_00118		Pyruvate dehydrogenase complex repressor	SO:0001217, UniRef:UniRef50_P0ACL9
contig_1	ncRNA	122901	123014	-	KOIAIB_00119	tp2	tp2	RFAM:RF02030, SO:0000655
contig_1	cds	123017	125680	+	KOIAIB_00120		Pyruvate dehydrogenase E1 component	SO:0001217, UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	125695	127587	+	KOIAIB_00121		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_P06959
contig_1	cds	127912	129336	+	KOIAIB_00122		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_P0A9P0
contig_1	cds	129407	131260	-	KOIAIB_00123		hypothetical protein	
contig_1	cds	131615	134212	+	KOIAIB_00124		Aconitate hydratase B	SO:0001217, UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	134388	134750	+	KOIAIB_00125	yacL	UPF0231 protein YacL	SO:0001217, UniRef:UniRef50_P0A8E5
contig_1	cds	134788	135582	-	KOIAIB_00126		S-adenosylmethionine decarboxylase proenzyme	SO:0001217, UniRef:UniRef50_P0A7F6
contig_1	cds	135598	136464	-	KOIAIB_00127		Polyamine aminopropyltransferase	SO:0001217, UniRef:UniRef50_A0A9W6K5P1
contig_1	cds	136570	136878	-	KOIAIB_00128	yacC	YacC family pilotin-like protein	SO:0001217, UniRef:UniRef50_A0A4Z0KCQ4
contig_1	cds	137083	138633	+	KOIAIB_00129	cueO	Multicopper oxidase CueO	SO:0001217, UniRef:UniRef50_P36649
contig_1	cds	138835	141225	-	KOIAIB_00130	gcd	quinoprotein glucose dehydrogenase	BlastRules:WP_001306211, EC:1.1.5.2, SO:0001217, UniRef:UniRef50_A0A447QUM1
contig_1	cds	141431	141967	+	KOIAIB_00131		Hypoxanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P18134
contig_1	cds	142008	142670	-	KOIAIB_00132		Carbonic anhydrase 2	SO:0001217, UniRef:UniRef50_P45148
contig_1	cds	142779	143705	+	KOIAIB_00133		ABC transporter ATP binding protein	SO:0001217, UniRef:UniRef50_A0A0W0U308
contig_1	cds	143702	144472	+	KOIAIB_00134	yadH	Inner membrane transport permease YadH	SO:0001217, UniRef:UniRef50_P0AFN6
contig_1	cds	144577	145017	+	KOIAIB_00135	yadI	Putative phosphotransferase enzyme IIA component YadI	SO:0001217, UniRef:UniRef50_P36881
contig_1	cds	145081	146310	+	KOIAIB_00136		Polysaccharide deacetylase domain protein	SO:0001217, UniRef:UniRef50_A0A379WZK3
contig_1	cds	146314	146694	-	KOIAIB_00137		Aspartate 1-decarboxylase	SO:0001217, UniRef:UniRef50_A0A376FKL2
contig_1	cds	146968	147870	+	KOIAIB_00138	rpnC	recombination-promoting nuclease RpnC	BlastRules:WP_000339954, EC:3.1.21.-, SO:0001217, UniRef:UniRef50_P31665
contig_1	cds	147944	148795	-	KOIAIB_00139		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_A0A143WS51
contig_1	cds	148807	149601	-	KOIAIB_00140		3-methyl-2-oxobutanoate hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_P31057
contig_1	cds	149715	150953	-	KOIAIB_00141	yadC	fimbrial tip-adhesin YadC	BlastRules:WP_000848455, SO:0001217, UniRef:UniRef50_P31058
contig_1	cds	151003	151599	-	KOIAIB_00142	yadK	Uncharacterized fimbrial-like protein YadK	SO:0001217, UniRef:UniRef50_P37016
contig_1	cds	151626	152231	-	KOIAIB_00143	yadL	Uncharacterized fimbrial-like protein YadL	SO:0001217, UniRef:UniRef50_P37017
contig_1	cds	152243	152812	-	KOIAIB_00144	yadM	Uncharacterized fimbrial-like protein YadM	SO:0001217, UniRef:UniRef50_P37018
contig_1	cds	152829	155426	-	KOIAIB_00145	htrE	Yad fimbria usher protein HtrE	BlastRules:WP_000151605, SO:0001217, UniRef:UniRef50_A0A8S0G232
contig_1	cds	155461	156201	-	KOIAIB_00146	ecpD	Chaperone protein EcpD	SO:0001217, UniRef:UniRef50_A0A0D7LPL0
contig_1	cds	156299	156883	-	KOIAIB_00147	yadN	Uncharacterized fimbrial-like protein YadN	SO:0001217, UniRef:UniRef50_P37050
contig_1	cds	157253	157732	-	KOIAIB_00148		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	SO:0001217, UniRef:UniRef50_A0A090IJW5
contig_1	cds	157729	159093	-	KOIAIB_00149		Poly(A) polymerase I	SO:0001217, UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	159186	160112	-	KOIAIB_00150		Glutamyl-Q tRNA(Asp) synthetase	SO:0001217, UniRef:UniRef50_Q07Y01
contig_1	cds	160149	160604	-	KOIAIB_00151	dksA	RNA polymerase-binding transcription factor DksA	SO:0001217, UniRef:UniRef50_P57294
contig_1	cds	160782	161486	-	KOIAIB_00152		Sugar fermentation stimulation protein A	SO:0001217, UniRef:UniRef50_Q8ZRQ6
contig_1	cds	161501	162031	-	KOIAIB_00153		RNA 2',3'-cyclic phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A379TGX4
contig_1	cds	162105	164534	+	KOIAIB_00154	hrpB	ATP-dependent RNA helicase HrpB	SO:0001217, UniRef:UniRef50_P37024
contig_1	cds	164730	167264	+	KOIAIB_00155		Penicillin-binding protein 1B	SO:0001217, UniRef:UniRef50_A0A0U3BXI8
contig_1	cds	167484	169727	+	KOIAIB_00156	fhuA	Ferrichrome porin FhuA	SO:0001217, UniRef:UniRef50_A0A735A5P7
contig_1	cds	169778	170575	+	KOIAIB_00157	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	SO:0001217, UniRef:UniRef50_P07821
contig_1	cds	170575	171465	+	KOIAIB_00158	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	SO:0001217, UniRef:UniRef50_P07822
contig_1	cds	171462	173444	+	KOIAIB_00159		Iron ABC transporter	SO:0001217, UniRef:UniRef50_A0A0J8YC22
contig_1	cds	173602	174882	-	KOIAIB_00160		Glutamate-1-semialdehyde 2,1-aminomutase	SO:0001217, UniRef:UniRef50_Q5NGB9
contig_1	cds	175107	176528	+	KOIAIB_00161		H(+)/Cl(-) exchange transporter	SO:0001217, UniRef:UniRef50_A0A376X673
contig_1	sorf	176552	176617	+	KOIAIB_00162	yadW	Protein YadW	SO:0001217, UniRef:UniRef50_P0DPM7
contig_1	cds	176610	176954	+	KOIAIB_00163		FeS cluster biogenesis domain-containing protein	SO:0001217, UniRef:UniRef50_A0A920M0K7
contig_1	cds	177001	177624	-	KOIAIB_00164	yadS	UPF0126 inner membrane protein YadS	SO:0001217, UniRef:UniRef50_P0AFP0
contig_1	cds	177662	178462	-	KOIAIB_00165		Vitamin B12-binding protein	SO:0001217, UniRef:UniRef50_P37028
contig_1	cds	178455	179153	-	KOIAIB_00166		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	SO:0001217, UniRef:UniRef50_B7GIU7
contig_1	cds	179237	180754	+	KOIAIB_00167		Deoxyguanosinetriphosphate triphosphohydrolase	SO:0001217, UniRef:UniRef50_P15723
contig_1	ncRNA-region	180844	180889	+			HtrA 5' UTR thermometer	RFAM:RF02700, SO:0002168
contig_1	cds	180884	182308	+	KOIAIB_00168	degP	Periplasmic serine endoprotease DegP	SO:0001217, UniRef:UniRef50_P26982
contig_1	cds	182463	183620	+	KOIAIB_00169	cdaR	DNA-binding transcriptional regulator CdaR	BlastRules:WP_000929443, SO:0001217, UniRef:UniRef50_P37047
contig_1	cds	183709	184095	-	KOIAIB_00170	yaeH	UPF0325 protein YaeH	SO:0001217, UniRef:UniRef50_P62768
contig_1	cds	184257	185000	-	KOIAIB_00171	yaeI	Phosphodiesterase YaeI	SO:0001217, UniRef:UniRef50_P37049
contig_1	cds	185123	185947	-	KOIAIB_00172		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	SO:0001217, UniRef:UniRef50_A0A3S4UQ12
contig_1	cds	185978	188650	-	KOIAIB_00173		Bifunctional uridylyltransferase/uridylyl-removing enzyme	SO:0001217, UniRef:UniRef50_P27249
contig_1	cds	188712	189506	-	KOIAIB_00174		Methionine aminopeptidase	SO:0001217, UniRef:UniRef50_P0A1X6
contig_1	ncRNA	189760	189846	+	KOIAIB_00175	t44	t44 RNA	RFAM:RF00127, SO:0000655
contig_1	cds	189874	190599	+	KOIAIB_00176		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_P44371
contig_1	ncRNA	190685	190794	+	KOIAIB_00177	CssrA	Chromosome-encoded Shigella sRNA A	RFAM:RF02798, SO:0000655
contig_1	cds	190857	191708	+	KOIAIB_00178		Elongation factor Ts	SO:0001217, UniRef:UniRef50_A5WCX3
contig_1	cds	191855	192580	+	KOIAIB_00179		Uridylate kinase	SO:0001217, UniRef:UniRef50_P0A7E9
contig_1	cds	192872	193429	+	KOIAIB_00180		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_Q5NZH2
contig_1	cds	193521	194717	+	KOIAIB_00181		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_Q57T35
contig_1	cds	194906	195664	+	KOIAIB_00182		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	SO:0001217, UniRef:UniRef50_P60472
contig_1	cds	195664	195816	+	KOIAIB_00183		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A6N3QSQ0
contig_1	cds	195785	196534	+	KOIAIB_00184		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A7X3SB20
contig_1	cds	196546	197898	+	KOIAIB_00185		Regulator of sigma E protease	SO:0001217, UniRef:UniRef50_Q8ZRP1
contig_1	cds	197928	200360	+	KOIAIB_00186	bamA	Outer membrane protein assembly factor BamA	SO:0001217, UniRef:UniRef50_B2VE18
contig_1	cds	200482	200967	+	KOIAIB_00187		Chaperone protein Skp	SO:0001217, UniRef:UniRef50_A0A3S4FYR1
contig_1	cds	200971	201996	+	KOIAIB_00188		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	SO:0001217, UniRef:UniRef50_P21645
contig_1	cds	202101	202556	+	KOIAIB_00189	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	SO:0001217, UniRef:UniRef50_Q9KPW3
contig_1	cds	202560	203348	+	KOIAIB_00190		Acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase	SO:0001217, UniRef:UniRef50_A0A2X3F9N2
contig_1	cds	203348	204496	+	KOIAIB_00191		Lipid-A-disaccharide synthase	SO:0001217, UniRef:UniRef50_A0A376LI07
contig_1	cds	204493	205089	+	KOIAIB_00192		Ribonuclease HII	SO:0001217, UniRef:UniRef50_Q8EGG1
