#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	880432	880572	+	OBDLAM_00887	5.6	5.0		
contig_1	882009	882140	+	OBDLAM_00890	5.2	9.7		
contig_1	983202	983354	+	OBDLAM_00982	5.6	7.8		
contig_1	983384	983524	-	OBDLAM_00983	5.3	12.0		
contig_1	1015347	1015526	+	OBDLAM_01016	6.7	7.8		SO:0001217, UniRef:UniRef50_A0A658YS93
contig_1	1076066	1076548	+	OBDLAM_01084	18.0	6.4		SO:0001217, UniRef:UniRef50_A0A3P5DV09
contig_1	1114480	1114752	-	OBDLAM_01121	9.9	5.8		
contig_1	1210262	1210513	-	OBDLAM_01213	9.4	4.8		SO:0001217, UniRef:UniRef50_A0A1X7DNA1
contig_1	1227710	1227883	-	OBDLAM_01231	6.9	11.9		
contig_1	1252396	1253115	-	OBDLAM_01254	25.6	5.1		
contig_1	1259269	1259499	-	OBDLAM_01261	8.8	9.1		SO:0001217, UniRef:UniRef50_A0A0E2LHC7
contig_1	1264227	1264427	-	OBDLAM_01268	8.1	8.0		
contig_1	1325387	1326328	+	OBDLAM_01327	34.6	9.2		
contig_1	1326325	1326639	+	OBDLAM_01328	11.6	5.4		
contig_1	1336692	1337018	-	OBDLAM_01342	13.3	10.1		
contig_1	1343534	1346029	+	OBDLAM_01349	92.1	5.2	PF00359.27|PTS_EIIA_2, PF00381.24|PTS-HPr, PF00391.29|PEP-utilizers, PF02896.24|PEP-utilizers_C	PFAM:PF00359.27, PFAM:PF00381.24, PFAM:PF00391.29, PFAM:PF02896.24
contig_1	1372901	1373383	-	OBDLAM_01372	17.8	5.7		
contig_1	1374564	1374671	-	OBDLAM_01375	4.3	4.2		
contig_1	1374668	1374838	-	OBDLAM_01376	6.4	11.1		
contig_1	1383004	1383216	+	OBDLAM_01391	8.7	9.9		SO:0001217, UniRef:UniRef50_A0A0C5EI92
contig_1	1394629	1394793	+	OBDLAM_01407	6.0	4.9		
contig_1	1397290	1397691	+	OBDLAM_01411	15.2	4.7		
contig_1	1401596	1402945	+	OBDLAM_01417	49.6	7.8		
contig_1	1405144	1405443	-	OBDLAM_01419	11.3	6.3		
contig_1	1406398	1408680	+	OBDLAM_01422	81.6	5.4	PF09008.15|Head_binding	PFAM:PF09008.15
contig_1	1418892	1419176	+	OBDLAM_01433	10.3	4.3		
contig_1	1424825	1425034	+	OBDLAM_01438	8.0	6.5	PF13954.11|PapC_N	PFAM:PF13954.11
contig_1	1475104	1475268	-	OBDLAM_01490	6.5	9.4		SO:0001217, UniRef:UniRef50_A0A8B6WVV8
contig_1	1495142	1495447	+	OBDLAM_01508	11.3	5.3	PF05957.18|DUF883	PFAM:PF05957.18
contig_1	1518946	1519131	-	OBDLAM_01534	6.9	5.2		
contig_1	1557070	1559919	+	OBDLAM_01561	106.5	6.0	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_1	1593087	1593371	-	OBDLAM_01602	10.7	9.6	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_1	1597651	1597995	+	OBDLAM_01606	12.5	4.8		
contig_1	1663694	1664164	+	OBDLAM_01665	18.0	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_1	1726413	1727093	+	OBDLAM_01720	24.4	4.3		
contig_1	1727090	1727518	+	OBDLAM_01721	15.6	9.5		
contig_1	1727506	1729032	+	OBDLAM_01722	56.2	8.4		
contig_1	1742329	1742445	+	OBDLAM_01731	4.3	8.0		
contig_1	1752579	1754372	+	OBDLAM_01740	67.1	8.7		SO:0001217, UniRef:UniRef50_A0A7I6H752
contig_1	1791108	1791374	-	OBDLAM_01780	9.8	6.4	PF10662.15|PduV-EutP	PFAM:PF10662.15
contig_1	1794084	1794185	-	OBDLAM_01782	3.5	4.4		
contig_1	1795556	1796272	+	OBDLAM_01787	27.6	9.7	PF11726.14|YagK_YfjJ_C	PFAM:PF11726.14
contig_1	1796855	1797274	+	OBDLAM_01789	15.8	9.5		
contig_1	1808308	1809297	+	OBDLAM_01803	35.1	10.3		
contig_1	1809328	1809762	+	OBDLAM_01804	16.5	9.8		
contig_1	1815415	1816119	+	OBDLAM_01811	26.8	8.7		
contig_1	1826214	1826375	-	OBDLAM_01818	6.3	9.7		
contig_1	1833168	1833362	+	OBDLAM_01826	7.6	6.7		
contig_1	1840256	1840438	+	OBDLAM_01835	6.7	4.7		
contig_1	1852074	1852760	-	OBDLAM_01852	25.1	4.5		
contig_1	1856279	1857082	+	OBDLAM_01856	30.5	5.6		
contig_1	1857092	1857283	+	OBDLAM_01857	7.5	5.0		
contig_1	1877601	1878812	-	OBDLAM_01882	42.8	9.4	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_1	1926081	1927403	+	OBDLAM_01934	49.1	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_1	1931087	1931236	+	OBDLAM_01938	5.7	9.9		SO:0001217, UniRef:UniRef50_B2U498
contig_1	1937839	1937949	-	OBDLAM_01945	4.1	9.9		SO:0001217, UniRef:UniRef50_J7R1Z9
contig_1	1945404	1945679	-	OBDLAM_01957	10.4	4.3		
contig_1	2060023	2060313	-	OBDLAM_02073	10.9	4.2		
contig_1	2062720	2064093	-	OBDLAM_02077	50.8	8.8	PF00023.36|Ank, PF12796.13|Ank_2	PFAM:PF00023.36, PFAM:PF12796.13
contig_1	2077909	2078100	-	OBDLAM_02093	7.1	9.8		
contig_1	2088133	2088309	+	OBDLAM_02102	6.5	9.5		
contig_1	2102591	2102779	+	OBDLAM_02115	7.3	5.2		
contig_1	2155300	2155500	-	OBDLAM_02171	7.8	9.8		
contig_1	2158645	2160867	-	OBDLAM_02176	80.2	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17, PF13746.11|Fer4_18	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11, PFAM:PF13746.11
contig_1	2219131	2219487	+	OBDLAM_02232	13.6	9.1	PF08241.18|Methyltransf_11	PFAM:PF08241.18
contig_1	2221776	2221970	-	OBDLAM_02234	7.2	9.9		
contig_1	2222734	2222913	+	OBDLAM_02235	7.0	7.8		
contig_1	2222888	2223070	-	OBDLAM_02236	6.8	7.9		
contig_1	2230998	2231117	-	OBDLAM_02248	4.4	9.6		
contig_1	2274492	2278361	+	OBDLAM_02298	133.1	4.7	PF13018.11|ESPR	PFAM:PF13018.11
contig_1	2326759	2327049	+	OBDLAM_02335	10.7	6.7	PF00267.27|Porin_1	PFAM:PF00267.27
contig_1	2327109	2327639	+	OBDLAM_02336	19.9	5.5	PF00560.39|LRR_1, PF12799.13|LRR_4	PFAM:PF00560.39, PFAM:PF12799.13
contig_1	2328430	2328804	+	OBDLAM_02339	14.0	6.5	PF12799.13|LRR_4, PF13855.12|LRR_8	PFAM:PF12799.13, PFAM:PF13855.12
contig_1	2328843	2329178	+	OBDLAM_02340	12.9	5.0		
contig_1	2350498	2350722	+	OBDLAM_02358	7.8	4.3		
contig_1	2364559	2364729	+	OBDLAM_02374	6.6	6.2		
contig_1	2381713	2381886	-	OBDLAM_02392	5.9	9.5		
contig_1	2382850	2382966	+	OBDLAM_02395	4.1	10.0	PF00044.30|Gp_dh_N	PFAM:PF00044.30
contig_1	2383225	2383602	+	OBDLAM_02396	13.0	8.6	PF02800.25|Gp_dh_C	PFAM:PF02800.25
contig_1	2383599	2383850	+	OBDLAM_02397	9.2	4.2	PF02800.25|Gp_dh_C	PFAM:PF02800.25
contig_1	2406724	2406873	-	OBDLAM_02411	5.3	5.5		
contig_1	2430941	2431207	-	OBDLAM_02434	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_1	2439724	2439897	-	OBDLAM_02441	6.4	5.6		SO:0001217, UniRef:UniRef50_A0A377BGW3
contig_1	2512549	2512716	-	OBDLAM_02514	6.3	4.1		
contig_1	2532748	2532927	+	OBDLAM_02533	6.0	9.9		
contig_1	2548020	2548181	+	OBDLAM_02551	5.9	4.4		SO:0001217, UniRef:UniRef50_A0A090NH68
contig_1	2548157	2548312	-	OBDLAM_02552	5.8	11.2		
contig_1	2552262	2552447	+	OBDLAM_02555	7.0	6.0		
contig_1	2552568	2553158	+	OBDLAM_02556	22.2	9.9	PF01609.27|DDE_Tnp_1	PFAM:PF01609.27
contig_1	2569722	2569940	-	OBDLAM_02571	8.6	8.7		
contig_1	2577239	2577346	+	OBDLAM_02580	4.0	10.8		
contig_1	2577774	2577881	+	OBDLAM_02582	4.0	10.8		
contig_1	2578309	2578416	+	OBDLAM_02584	4.0	10.8		
contig_1	2591108	2591287	-	OBDLAM_02598	7.2	9.9		
contig_1	2603057	2603791	+	OBDLAM_02607	27.9	9.0	PF07238.19|PilZ, PF07317.18|PilZN	PFAM:PF07238.19, PFAM:PF07317.18
contig_1	2607383	2607532	-	OBDLAM_02611	5.6	7.9		
contig_1	2624656	2624940	+	OBDLAM_02630	8.7	10.5	PF13441.11|Gly-zipper_YMGG, PF13488.11|Gly-zipper_Omp	PFAM:PF13441.11, PFAM:PF13488.11
contig_1	2624950	2625105	+	OBDLAM_02631	5.6	4.9	PF16456.10|YmgD	PFAM:PF16456.10
contig_1	2625118	2625279	+	OBDLAM_02632	5.8	7.9	PF16456.10|YmgD	PFAM:PF16456.10
contig_1	2626463	2626783	-	OBDLAM_02634	11.1	4.5	PF03212.20|Pertactin, PF18883.6|AC_1	PFAM:PF03212.20, PFAM:PF18883.6
contig_1	2638253	2638960	-	OBDLAM_02651	25.6	6.1	PF13481.12|AAA_25	PFAM:PF13481.12
contig_1	2653113	2653313	+	OBDLAM_02668	7.1	4.4		
contig_1	2659335	2659508	+	OBDLAM_02675	6.8	5.4		
contig_1	2660191	2661276	-	OBDLAM_02678	37.8	4.3		
contig_1	2759950	2760261	-	OBDLAM_02779	11.2	9.0		
contig_1	2760773	2761228	-	OBDLAM_02781	15.0	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_1	2761269	2761724	-	OBDLAM_02782	15.9	9.6	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_1	2769648	2769971	-	OBDLAM_02794	12.0	5.7		
contig_1	2778975	2779388	+	OBDLAM_02801	16.1	9.4		
contig_1	2797241	2797414	-	OBDLAM_02817	5.9	9.9		
contig_1	2815750	2816055	+	OBDLAM_02837	9.5	6.0		
contig_1	2816162	2816806	+	OBDLAM_02838	24.3	6.3		
contig_1	2849612	2849779	-	OBDLAM_02872	6.5	10.9		
contig_1	2866303	2867004	-	OBDLAM_02886	25.4	9.6	PF00345.26|PapD_N, PF02753.23|PapD_C	PFAM:PF00345.26, PFAM:PF02753.23
contig_1	2940407	2940604	-	OBDLAM_02946	7.0	6.7		
contig_1	2953152	2953847	-	OBDLAM_02959	26.5	7.7		SO:0001217, UniRef:UniRef50_A0A1M2FYU5
contig_1	2953850	2954356	-	OBDLAM_02960	19.7	7.7		SO:0001217, UniRef:UniRef50_A0A1M2FZ12
contig_1	2955984	2956286	+	OBDLAM_02962	10.9	6.2		
contig_1	2956499	2956744	+	OBDLAM_02963	9.3	8.9	PF24718.1|HTH_73	PFAM:PF24718.1
contig_1	2971371	2971898	+	OBDLAM_02975	19.3	5.0	PF00437.27|T2SSE	PFAM:PF00437.27
contig_1	2973386	2973508	-	OBDLAM_02977	4.7	9.4		
contig_1	2977918	2978382	-	OBDLAM_02982	18.3	9.4		
contig_1	2978398	2978940	-	OBDLAM_02983	20.8	9.7	PF00665.32|rve, PF02796.21|HTH_7, PF13384.12|HTH_23, PF13412.12|HTH_24, PF13936.12|HTH_38	PFAM:PF00665.32, PFAM:PF02796.21, PFAM:PF13384.12, PFAM:PF13412.12, PFAM:PF13936.12
contig_1	2996911	2997162	-	OBDLAM_03001	9.2	4.7		
contig_1	3033971	3034486	+	OBDLAM_03025	19.0	6.1	PF12883.13|DUF3828	PFAM:PF12883.13
contig_1	3053600	3053899	+	OBDLAM_03052	10.6	5.2	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00702.32, PFAM:PF08282.18
contig_1	3153898	3154278	+	OBDLAM_03149	12.9	4.6		
contig_1	3155330	3155632	-	OBDLAM_03151	11.5	6.5		
contig_1	3155647	3156048	-	OBDLAM_03152	14.9	5.6		
contig_1	3164905	3165018	-	OBDLAM_03169	4.0	4.4		
contig_1	3184524	3184631	+	OBDLAM_03185	3.8	9.2		
contig_1	3203086	3203655	-	OBDLAM_03204	22.0	9.0		
contig_1	3205798	3206346	-	OBDLAM_03208	21.5	9.4	PF05593.20|RHS_repeat	PFAM:PF05593.20
contig_1	3219726	3219983	-	OBDLAM_03217	9.5	5.4		SO:0001217, UniRef:UniRef50_A0A094Y538
contig_1	3220572	3221240	+	OBDLAM_03219	25.1	6.5	PF01276.26|OKR_DC_1	PFAM:PF01276.26
contig_1	3234354	3234476	+	OBDLAM_03233	4.7	9.7		
contig_1	3259731	3260285	+	OBDLAM_03263	20.9	9.4	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	3260295	3260534	-	OBDLAM_03264	8.8	5.7		
contig_1	3262589	3263566	+	OBDLAM_03267	37.0	5.0	PF08238.18|Sel1, PF23310.1|TPR_27	PFAM:PF08238.18, PFAM:PF23310.1
contig_1	3279986	3280189	-	OBDLAM_03284	7.0	9.0		
contig_1	3280878	3281105	-	OBDLAM_03286	8.0	4.2		
contig_1	3295717	3295806	+	OBDLAM_03302	3.3	4.5		
contig_1	3329796	3329936	-	OBDLAM_03331	5.3	12.0		
contig_1	3333857	3334219	+	OBDLAM_03337	13.2	4.5		SO:0001217, UniRef:UniRef50_A0A1V2SV12
contig_1	3336817	3336918	-	OBDLAM_03342	3.6	10.0	PF03446.21|NAD_binding_2	PFAM:PF03446.21
contig_1	3367301	3367453	+	OBDLAM_03365	5.9	8.2		
contig_1	3368212	3368526	-	OBDLAM_03368	11.7	4.6	PF13954.11|PapC_N	PFAM:PF13954.11
contig_1	3379876	3380685	-	OBDLAM_03382	28.6	6.1	PF00549.24|Ligase_CoA	PFAM:PF00549.24
contig_1	3399357	3399617	-	OBDLAM_03400	10.1	4.3		SO:0001217, UniRef:UniRef50_A0A1C6Z213
contig_1	3451863	3452174	+	OBDLAM_03450	11.5	9.9	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_1	3519409	3519528	+	OBDLAM_03513	4.3	6.4		
contig_1	3524555	3524875	-	OBDLAM_03521	11.7	9.8	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_1	3531722	3531823	+	OBDLAM_03529	3.9	11.6		SO:0001217, UniRef:UniRef50_A0A658Z4P2
contig_1	3542911	3543135	-	OBDLAM_03540	8.5	8.8		
contig_1	3543288	3543782	-	OBDLAM_03541	19.2	10.7		
contig_1	3544143	3544733	-	OBDLAM_03542	22.8	7.7	PF02954.25|HTH_8	PFAM:PF02954.25
contig_1	3559308	3559418	-	OBDLAM_03557	4.2	8.6		
contig_1	3573169	3573486	-	OBDLAM_03568	12.2	8.9		SO:0001217, UniRef:UniRef50_A0A377DY03
contig_1	3662918	3663214	+	OBDLAM_03666	11.4	10.2		
contig_1	3669066	3669470	-	OBDLAM_03673	14.5	7.7		
contig_1	3676851	3677195	-	OBDLAM_03683	13.1	4.4		
contig_1	3677220	3677729	-	OBDLAM_03684	18.8	5.7		
contig_1	3696890	3697108	-	OBDLAM_03700	8.2	9.0		SO:0001217, UniRef:UniRef50_A0A658YVE2
contig_1	3697143	3697538	+	OBDLAM_03701	15.4	9.0		
contig_1	3740270	3740401	+	OBDLAM_03739	5.3	8.0		
contig_1	3792289	3794142	-	OBDLAM_03788	69.4	8.6		
contig_1	3876560	3876820	-	OBDLAM_03863	9.7	4.6		
contig_1	3883850	3884503	-	OBDLAM_03874	23.3	10.1		
contig_1	3894809	3895432	+	OBDLAM_03887	23.0	5.8	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12, PFAM:PF13847.12
contig_1	3900218	3900391	+	OBDLAM_03894	6.3	8.8		
contig_1	3910537	3911163	+	OBDLAM_03908	24.4	9.5		
contig_1	3913894	3914529	+	OBDLAM_03913	23.8	6.9		
contig_1	3916489	3916863	+	OBDLAM_03917	14.5	9.3	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
contig_1	3947257	3947415	-	OBDLAM_03945	6.4	7.9		
contig_1	3947372	3948223	-	OBDLAM_03946	33.6	8.1	PF00165.29|HTH_AraC, PF06445.20|GyrI-like, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF06445.20, PFAM:PF12833.13
contig_1	3966367	3966972	+	OBDLAM_03961	21.7	5.4	PF00023.36|Ank, PF12796.13|Ank_2, PF13606.12|Ank_3, PF13637.12|Ank_4, PF13857.12|Ank_5	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_1	4022782	4022922	+	OBDLAM_04022	5.0	9.4		
contig_1	4025416	4025775	-	OBDLAM_04025	13.3	9.5		
contig_1	4031029	4031214	+	OBDLAM_04033	6.7	4.9		
contig_1	4045943	4046260	+	OBDLAM_04047	12.2	8.9		SO:0001217, UniRef:UniRef50_A0A377DY03
contig_1	4052477	4052698	-	OBDLAM_04053	8.5	4.6		
contig_1	4052715	4052843	-	OBDLAM_04054	5.0	6.5		
contig_1	4053592	4054533	-	OBDLAM_04055	36.1	5.2		
contig_1	4060012	4060122	+	OBDLAM_04060	4.2	8.6		
contig_1	4074537	4075289	+	OBDLAM_04075	28.7	7.7	PF02954.25|HTH_8, PF14532.12|Sigma54_activ_2	PFAM:PF02954.25, PFAM:PF14532.12
contig_1	4075650	4076144	+	OBDLAM_04076	19.2	10.7		
contig_1	4076297	4076521	+	OBDLAM_04077	8.5	8.8		
contig_1	4105416	4106009	-	OBDLAM_04106	21.4	7.0	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	4153615	4154634	+	OBDLAM_04153	36.7	6.1	PF01144.29|CoA_trans	PFAM:PF01144.29
contig_1	4154719	4155156	+	OBDLAM_04154	15.9	5.0		
contig_1	4186172	4186480	-	OBDLAM_04190	11.2	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_1	4261028	4261471	+	OBDLAM_04266	16.2	5.0	PF00903.31|Glyoxalase	PFAM:PF00903.31
contig_1	4263958	4264326	+	OBDLAM_04270	13.3	6.7		
contig_1	4272572	4272901	-	OBDLAM_04282	13.5	4.8		
contig_1	4309190	4309513	-	OBDLAM_04315	12.2	10.6	PF09278.17|MerR-DNA-bind	PFAM:PF09278.17
contig_1	4313599	4313727	+	OBDLAM_04320	5.0	6.5		
contig_1	4318829	4319089	-	OBDLAM_04322	10.2	9.6		
contig_1	4335801	4336043	-	OBDLAM_04336	9.0	10.2		
contig_1	4349059	4349211	+	OBDLAM_04352	5.4	5.6		SO:0001217, UniRef:UniRef50_A0A376RST0
contig_1	4363421	4363663	-	OBDLAM_04366	7.4	5.8		
contig_1	4377082	4379268	+	OBDLAM_04377	82.6	8.4	PF12796.13|Ank_2	PFAM:PF12796.13
contig_1	4386050	4386433	-	OBDLAM_04385	14.4	9.2		
contig_1	4397848	4397976	+	OBDLAM_04395	5.0	4.7		
contig_1	4406830	4407030	+	OBDLAM_04407	7.3	4.4	PF02597.26|ThiS	PFAM:PF02597.26
contig_1	4487453	4488052	+	OBDLAM_04482	21.7	9.2		
contig_1	4506229	4506543	+	OBDLAM_04506	12.3	5.3	PF05336.19|rhaM	PFAM:PF05336.19
contig_1	4520711	4520818	-	OBDLAM_04519	4.0	9.8		
contig_1	4547811	4548320	-	OBDLAM_04546	19.1	6.4		
contig_1	4552760	4552945	+	OBDLAM_04551	7.2	9.9		
contig_1	4631662	4631880	-	OBDLAM_04634	8.3	9.3		SO:0001217, UniRef:UniRef50_J7R805
contig_1	4639106	4639324	+	OBDLAM_04640	7.9	7.8		
contig_1	4702776	4703705	+	OBDLAM_04703	34.6	7.1		SO:0001217, UniRef:UniRef50_Q8X4G8
contig_2	1468	2043	+	OBDLAM_04719	21.0	5.7		
contig_2	4615	4911	+	OBDLAM_04724	11.0	5.8		SO:0001217, UniRef:UniRef50_UPI001918C229
contig_2	13988	14092	+	OBDLAM_04740	4.2	8.2		
contig_2	19181	19702	+	OBDLAM_04746	20.5	5.6		SO:0001217, UniRef:UniRef50_G9G1C0
contig_2	20364	20735	+	OBDLAM_04748	14.2	9.8		SO:0001217, UniRef:UniRef50_A0A7D7KJ10
contig_2	41129	41329	+	OBDLAM_04768	7.9	12.0		
contig_2	58563	58853	-	OBDLAM_04790	10.9	4.8		SO:0001217, UniRef:UniRef50_A0A332K0V2
contig_2	64108	64599	-	OBDLAM_04798	17.3	11.9		
contig_2	70159	70383	+	OBDLAM_04805	8.6	8.1		
contig_2	75694	75870	+	OBDLAM_04812	6.6	7.8		
contig_2	89223	89447	+	OBDLAM_04827	8.3	6.2		
contig_2	95938	96129	+	OBDLAM_04838	7.2	9.1		
contig_2	99420	99662	+	OBDLAM_04843	9.0	10.8		
contig_3	2136	2297	+	OBDLAM_04847	6.1	10.6		
contig_3	2623	2838	+	OBDLAM_04849	8.1	10.0		
contig_3	5837	6379	+	OBDLAM_04854	20.7	9.2		SO:0001217, UniRef:UniRef50_A0A6D0D791
contig_3	7066	7338	+	OBDLAM_04857	9.6	4.4		
contig_3	8410	8532	-	OBDLAM_04859	4.7	9.4		
contig_3	8893	9774	-	OBDLAM_04860	33.6	8.6	PF01609.27|DDE_Tnp_1, PF13701.12|DDE_Tnp_1_4	PFAM:PF01609.27, PFAM:PF13701.12
contig_3	10533	10862	+	OBDLAM_04861	12.5	6.9		SO:0001217, UniRef:UniRef50_A0A8F3ES08
contig_3	11808	12017	+	OBDLAM_04863	7.7	4.3		
contig_3	12114	12338	+	OBDLAM_04864	8.2	6.8		SO:0001217, UniRef:UniRef50_A0A2X5EZV3
contig_3	13789	13923	+	OBDLAM_04868	5.0	4.7		
contig_3	16373	17104	-	OBDLAM_04874	27.8	5.7		SO:0001217, UniRef:UniRef50_A0A3P1YWI7
contig_3	43059	44702	-	OBDLAM_04897	58.0	8.5	PF07655.18|Secretin_N_2	PFAM:PF07655.18
contig_3	53876	54166	-	OBDLAM_04907	10.5	7.7		
contig_3	54166	54750	-	OBDLAM_04908	21.5	5.2	PF01464.25|SLT	PFAM:PF01464.25
contig_3	61405	61662	-	OBDLAM_04921	9.7	9.3		
